u,i,t
3487,11777,1697807295.0
1280,3303,1714823728.0
2578,12701,1707748459.0
1336,670,1685023357.0
3801,2175,1681897220.0
5937,5752,1683908226.0
1111,9055,1705509706.0
573,2707,1713284191.0
6499,14218,1711641301.0
5277,1165,1697532203.0
6764,8617,1717511245.0
11,279,1700654237.0
1533,4532,1673521151.0
951,4632,1676304727.0
767,7291,1714153913.0
714,1434,1701353840.0
2391,12413,1679590077.0
5974,711,1692640401.0
823,6153,1701343765.0
4382,2790,1685646982.0
770,7309,1682087380.0
7255,404,1712916898.0
2919,2580,1676301463.0
648,6556,1714153842.0
2276,12214,1686744214.0
7165,14868,1695997531.0
6007,12656,1679934224.0
4112,6240,1698926891.0
5253,12647,1703181123.0
1902,4347,1695469175.0
2890,11347,1696427994.0
555,1145,1691746412.0
2385,3948,1680717594.0
1607,611,1709744469.0
7642,7149,1724065895.0
2380,4843,1674757997.0
988,8475,1724493597.0
2817,4841,1718103315.0
3717,13889,1700763731.0
6695,14555,1708510498.0
1578,163,1713348736.0
1277,9875,1702577846.0
7557,11126,1709557886.0
6136,11654,1716995575.0
411,3443,1688641287.0
2277,218,1715886362.0
2333,6088,1700236026.0
1729,8191,1702322991.0
573,6025,1692290069.0
3464,12937,1700583203.0
6366,14777,1700486620.0
6112,9211,1679139011.0
1431,5299,1683049954.0
1651,10951,1716294390.0
2045,4474,1680695199.0
4694,12756,1681989142.0
184,2459,1681403850.0
2462,2457,1680199270.0
4033,6497,1699976053.0
7680,3509,1713967342.0
343,4026,1712582607.0
251,3127,1720004610.0
45,937,1688475141.0
857,7764,1712325697.0
206,2733,1706118996.0
539,5697,1711384295.0
5242,4643,1685441596.0
2254,2756,1688555319.0
949,8279,1709714006.0
6541,12021,1702476808.0
4697,9015,1713265341.0
6869,11184,1674488475.0
247,2926,1694429755.0
5080,8780,1686825234.0
185,1047,1701774098.0
4901,9540,1715076882.0
5440,14190,1679679201.0
2876,13093,1676539184.0
266,3408,1705330559.0
7156,15072,1717153883.0
515,5529,1688660978.0
7557,11126,1709805278.0
2109,11000,1713862948.0
6843,14596,1713802019.0
3418,13571,1698146383.0
5276,13186,1678887955.0
1478,651,1700056761.0
6861,11583,1693840835.0
5716,6608,1701422051.0
3243,13083,1693848937.0
396,4542,1706018873.0
2474,5836,1681228490.0
168,2277,1699127659.0
3307,3517,1678788668.0
1586,10776,1706809747.0
2521,837,1720615015.0
880,1648,1718816750.0
2301,3258,1689767846.0
7694,10651,1713376555.0
3815,5818,1704986929.0
1272,4753,1705415030.0
4176,4139,1684514285.0
7096,14155,1709916991.0
7795,1419,1724501005.0
255,129,1694788520.0
6326,4135,1701345364.0
2154,5742,1690457406.0
1044,8707,1681894911.0
2694,12868,1700734574.0
1445,1638,1685031900.0
7507,113,1707840900.0
5499,11313,1674063949.0
2674,1809,1686848898.0
2121,9775,1696839640.0
1555,5097,1677765629.0
4139,46,1704720639.0
6931,15228,1706515964.0
2552,11830,1690812105.0
6485,13914,1709024998.0
1149,4476,1687521252.0
6869,7324,1679763017.0
876,7874,1680017251.0
949,3721,1712823901.0
2,93,1708779687.0
5335,10433,1674734798.0
4954,14175,1679320392.0
2861,12684,1696860042.0
5552,11366,1696493343.0
7162,740,1701244838.0
1094,8916,1686844254.0
4828,14602,1696778341.0
4088,14216,1681999335.0
20,393,1706694146.0
5611,2687,1679658173.0
82,1402,1680691499.0
362,4234,1699353939.0
1309,6212,1675252532.0
1193,9507,1711641047.0
4675,2591,1679499627.0
3746,11528,1725552904.0
3473,13313,1706283626.0
3184,7760,1688049050.0
1952,11657,1718721805.0
417,4728,1693917616.0
2878,13104,1683477565.0
2318,12284,1679574237.0
2730,7554,1704706981.0
4288,405,1679389605.0
4812,611,1685539698.0
6609,14967,1700232388.0
2648,2487,1695392941.0
826,7637,1695643454.0
1751,8999,1673887099.0
5855,9226,1673607892.0
1563,813,1706168948.0
5877,1535,1682326832.0
5502,10373,1718638049.0
3647,3307,1682617545.0
7127,11222,1694711632.0
7023,15226,1681321171.0
1916,8678,1682953101.0
5499,10651,1677691861.0
4324,3083,1684839676.0
861,629,1712245563.0
1270,3859,1709642281.0
1808,11308,1693904914.0
7394,5306,1715375786.0
2813,1192,1696347694.0
1001,1441,1716027524.0
496,5405,1679490679.0
5896,2461,1704823423.0
195,2612,1724342865.0
2266,8280,1696007692.0
2128,10451,1709373691.0
2884,11225,1702748634.0
5646,1380,1679073998.0
5455,14880,1700054351.0
2698,7121,1706892854.0
6722,15185,1724080117.0
1844,974,1695226236.0
3868,11635,1693834037.0
6330,10251,1679925741.0
1495,2211,1720627075.0
6935,1623,1679141763.0
1078,5265,1682350599.0
1070,7822,1685531594.0
6763,8999,1702547702.0
634,6359,1706634097.0
2266,1693,1674236346.0
2202,4758,1700759474.0
6023,10883,1715173613.0
3660,12428,1684937361.0
3304,7459,1702122952.0
219,2893,1688383183.0
2020,6847,1699368464.0
1848,4745,1677844700.0
3524,2785,1696514807.0
5576,11366,1703076311.0
4594,5266,1685951834.0
6236,12747,1697720311.0
6244,12425,1685527269.0
1727,6814,1682964089.0
3702,5248,1726161931.0
4052,12319,1693328724.0
4149,3055,1686848966.0
5275,7249,1678114966.0
1298,5607,1719587765.0
3329,13623,1678787999.0
6622,7014,1695908309.0
3388,5997,1693415495.0
6388,8201,1694863643.0
7338,5385,1727196588.0
2427,9826,1694528999.0
4825,11017,1687977215.0
3615,381,1695294807.0
6015,2869,1711191315.0
3917,7009,1695155204.0
2187,3131,1713536287.0
2919,10958,1702470942.0
1825,7769,1684171266.0
4357,11358,1678201252.0
13,310,1688738392.0
504,5458,1696522778.0
7215,110,1695397309.0
5368,5423,1683044196.0
5617,14449,1699453576.0
775,7357,1708968377.0
2411,6623,1675954221.0
6816,11473,1699524220.0
3623,7771,1672839388.0
3967,11957,1673016590.0
1742,4857,1711032923.0
352,4076,1673542315.0
2528,11378,1720264573.0
451,5042,1706263462.0
1264,5279,1711377651.0
1273,9845,1707825236.0
1149,5663,1706529152.0
3862,6965,1709108652.0
2648,11969,1695392929.0
5039,1351,1693227542.0
1225,89,1699885913.0
5439,3188,1685120825.0
1503,10553,1676996839.0
3351,1447,1680275497.0
5403,3265,1702308953.0
3133,7154,1689780695.0
272,3433,1711117781.0
1411,3510,1701788482.0
6363,3451,1692004218.0
6100,9300,1677225822.0
670,6715,1719840058.0
7078,9188,1718360643.0
216,2844,1673349738.0
1831,5537,1688647186.0
454,5101,1692865882.0
6860,9117,1675431996.0
82,1391,1677063989.0
2422,12453,1680629945.0
6870,8517,1685097991.0
120,1790,1685110940.0
356,4125,1692893251.0
208,2754,1716030380.0
1455,5299,1687526992.0
1499,8197,1714758843.0
6431,9299,1673348279.0
1896,9042,1719401622.0
4220,6652,1713428118.0
5787,14511,1678114992.0
563,5178,1692966972.0
4031,9851,1677086657.0
3186,13465,1680183770.0
719,7039,1699092744.0
607,6237,1710342188.0
430,1392,1693238002.0
4262,13734,1686656801.0
1242,9683,1673362137.0
4473,10355,1685971464.0
3202,2625,1703172076.0
1252,9736,1692891759.0
7377,1093,1701269416.0
7140,14990,1696343343.0
2246,4994,1695822895.0
813,7562,1691590897.0
541,5707,1673343906.0
2632,3275,1701270218.0
3536,13842,1680773258.0
352,694,1688813741.0
6978,5004,1682003364.0
4592,13885,1679645467.0
2378,8292,1675511515.0
1703,3363,1694260352.0
4998,13640,1718359505.0
4828,4497,1699960756.0
7103,15163,1717157722.0
6526,3083,1673287588.0
2931,1213,1702301264.0
2405,5168,1701189593.0
2878,13103,1679587722.0
3472,13748,1687339869.0
1312,4966,1686134117.0
3274,13579,1713518990.0
1931,11618,1683042791.0
791,7447,1705403622.0
1781,2011,1702045246.0
4382,4085,1704736880.0
690,4844,1698932009.0
2665,5159,1684344652.0
7761,4426,1721053894.0
5979,14054,1697191692.0
1801,10218,1688647235.0
2267,2881,1674491157.0
7102,3706,1704711087.0
5193,14767,1692890862.0
4384,12007,1691496371.0
2225,385,1678447670.0
1677,11031,1675776005.0
745,4307,1704712177.0
935,3931,1705597543.0
2336,9891,1717689105.0
2481,5428,1703007106.0
3814,10595,1700063742.0
57,1199,1693590400.0
6625,14539,1707213793.0
4356,6685,1699967656.0
2102,11907,1688484391.0
276,3452,1673963333.0
1268,4984,1699717508.0
2421,5155,1694100346.0
4210,14291,1705392225.0
1106,9022,1711537047.0
6706,10042,1713186485.0
1900,2240,1720017825.0
565,2903,1689681567.0
3049,12820,1705337607.0
2395,8819,1719831842.0
3635,8376,1716631887.0
4244,6655,1693305866.0
2470,12537,1675443287.0
1111,8999,1675755620.0
951,8306,1702903753.0
2422,12456,1680629954.0
2827,4353,1692888556.0
301,3657,1706201924.0
6912,14210,1687778910.0
7377,10962,1694707627.0
644,6525,1702464001.0
1948,3800,1678975870.0
7218,2870,1708966592.0
1156,9320,1700760863.0
4927,4726,1717747800.0
937,8234,1702304347.0
3078,11392,1709549254.0
3142,4550,1708538150.0
3564,13844,1705920735.0
5246,740,1683297593.0
271,3429,1688658297.0
4508,12970,1675772392.0
1228,8267,1688119300.0
6924,3196,1699608868.0
4813,14301,1683105426.0
1875,4358,1706534118.0
7405,3055,1696600958.0
1577,5344,1687974284.0
2358,7363,1673267330.0
582,6082,1722879890.0
3431,8849,1711033691.0
5885,3055,1699003735.0
1669,5653,1697199113.0
450,5007,1706539116.0
262,3340,1707234228.0
1140,9192,1720801206.0
2145,10459,1672933701.0
7251,3465,1695658957.0
7596,6832,1715172990.0
3959,14114,1701192930.0
1046,2460,1683211397.0
7021,13842,1680800686.0
2219,12112,1706717018.0
6023,15021,1684858020.0
7822,3237,1727693443.0
2355,5307,1706372606.0
2965,3412,1693589925.0
5940,13983,1716477794.0
2551,4631,1725278505.0
5090,2050,1710850336.0
6374,2311,1675952863.0
880,3453,1680691760.0
4487,1872,1673601585.0
2391,12408,1699897877.0
6715,14555,1685978176.0
2529,12614,1688140738.0
34,658,1715938054.0
3202,46,1698670029.0
4026,8816,1675761286.0
3217,12448,1686663003.0
3500,13787,1710513876.0
29,599,1709560568.0
132,1611,1713435215.0
5413,311,1716481984.0
590,6121,1675168976.0
6330,1809,1710353178.0
1190,9483,1689699411.0
3038,11266,1708771599.0
822,268,1709552013.0
3613,9838,1707212508.0
1250,9189,1673295560.0
6141,4426,1706867373.0
7507,740,1708431506.0
7421,7881,1697799630.0
5937,6695,1697471593.0
3224,11610,1689607651.0
2276,10197,1688738947.0
23,336,1710237777.0
1966,11195,1676557881.0
5073,4359,1710437940.0
1277,9869,1692906857.0
1966,11695,1697284836.0
4005,11753,1685965607.0
6788,11026,1696586204.0
6840,12015,1718118824.0
932,8212,1695217371.0
4597,14432,1683626074.0
619,5689,1675442195.0
4670,14525,1700489174.0
300,3626,1705149784.0
69,1309,1687357659.0
1556,2597,1697630073.0
6486,8057,1706000238.0
1893,11539,1708963138.0
2930,5632,1693842333.0
532,5659,1699968597.0
4703,3974,1682691881.0
2437,4025,1680263607.0
5245,14515,1710264390.0
4152,14238,1705913402.0
2375,9629,1699527145.0
4597,14131,1686138310.0
1272,2894,1705506455.0
1007,6785,1701426142.0
6865,5025,1695654203.0
3175,13448,1706791859.0
1613,10846,1702558218.0
7582,11325,1702037204.0
168,102,1702326152.0
1233,5664,1705081367.0
919,7141,1705320165.0
6536,14274,1687264045.0
6060,4626,1684743762.0
2543,12636,1674145669.0
6816,113,1700052372.0
6175,13538,1675697341.0
2606,12751,1704902424.0
2296,6237,1707407888.0
3549,2614,1689676165.0
211,2812,1702915320.0
3231,10557,1698171405.0
4845,13724,1689763445.0
6204,2820,1695373533.0
679,6761,1709122237.0
362,4204,1683718690.0
1851,450,1710349667.0
3557,2933,1708013044.0
2316,2767,1683215203.0
6654,11366,1677663648.0
7280,12290,1718361391.0
3564,13858,1705920756.0
935,3768,1696438823.0
7507,10715,1701777812.0
6776,13132,1707492789.0
1101,8980,1684236178.0
4688,6183,1712931900.0
2343,511,1711379279.0
765,7276,1700495345.0
3807,6323,1696409492.0
5950,7866,1704388844.0
1215,2597,1713607309.0
2550,2371,1726056998.0
4473,10075,1682600025.0
433,4827,1675240562.0
4574,14486,1710939128.0
3624,13103,1693318017.0
2275,8021,1680518608.0
1879,611,1676998228.0
1555,2955,1685642091.0
3698,478,1702027106.0
1856,1373,1688988313.0
2876,8707,1685713951.0
99,1616,1720112336.0
597,6144,1700070647.0
7593,12877,1707318376.0
7089,7115,1688212604.0
2153,11589,1705415939.0
3750,12664,1678375264.0
4184,12281,1708619036.0
2176,11288,1673359720.0
2283,870,1672846650.0
3888,316,1717600057.0
5360,692,1706264761.0
2185,1728,1686670187.0
333,715,1678446264.0
7740,15100,1718119869.0
6627,1732,1699877511.0
3316,12172,1693912521.0
1094,3934,1714393596.0
4002,6476,1727265075.0
562,1466,1706699428.0
4128,538,1697133250.0
2820,11476,1698749311.0
1555,10662,1694716067.0
1537,4902,1704719446.0
1487,6049,1697472691.0
1931,11615,1673360754.0
1586,10767,1688579238.0
1186,9457,1695143002.0
3692,8030,1699372273.0
6915,14898,1677504185.0
228,2719,1696330493.0
2374,396,1676454808.0
1159,9092,1688730893.0
1002,8517,1674152708.0
394,4522,1681915220.0
1116,9075,1694101655.0
1645,10911,1677257112.0
2689,2457,1679925665.0
2518,12599,1715185919.0
5420,7065,1695302542.0
2206,13,1679500426.0
5698,5514,1701789806.0
1950,7165,1675182059.0
1015,4195,1689590735.0
2452,10160,1694531778.0
4210,6653,1693995252.0
1318,10017,1701880308.0
1040,429,1700848778.0
4227,2155,1685791092.0
988,378,1706517789.0
4864,8182,1703172958.0
34,660,1718992203.0
2117,11934,1708342086.0
4944,2614,1695133737.0
7230,10975,1694097145.0
7601,15280,1704381786.0
5214,5556,1696859448.0
4798,8590,1686138443.0
7066,11397,1695290191.0
3880,14049,1678813014.0
3233,7079,1700239665.0
1504,1828,1701867328.0
2649,12814,1717417732.0
2254,3876,1697552521.0
3361,1783,1693304525.0
5649,14949,1686242733.0
2278,12225,1702911906.0
2566,12679,1677670824.0
2780,6044,1696526925.0
4845,7732,1690468994.0
5472,235,1682681382.0
6459,13937,1686316750.0
639,6460,1702489928.0
3594,12151,1673283422.0
6214,3464,1695383501.0
3325,3570,1697219588.0
1134,8947,1701093393.0
372,4351,1696608891.0
3382,1776,1694091541.0
2294,8469,1693491178.0
3731,13969,1675781407.0
1277,1185,1702577832.0
5436,14875,1713204040.0
2590,12718,1674726046.0
2517,10133,1680108315.0
7329,12332,1715792720.0
2574,12696,1697027023.0
924,8169,1714410234.0
7263,359,1698065776.0
3885,736,1688206390.0
5029,11961,1696253564.0
6746,3019,1713513302.0
1327,10051,1698230894.0
4584,13885,1683641421.0
5921,6707,1673973022.0
51,1146,1697476529.0
1615,4599,1693583869.0
446,4976,1706352231.0
6399,6251,1728836192.0
2631,7806,1675347794.0
3133,1382,1697793241.0
3454,2820,1695829478.0
1849,939,1689156593.0
1879,10292,1705597732.0
2611,7096,1702572895.0
5558,12850,1695801725.0
382,4392,1687871176.0
4845,5567,1693219019.0
43,898,1707816437.0
2463,4255,1721996924.0
4109,14235,1687195182.0
443,4939,1699447505.0
547,5766,1689863336.0
5042,2075,1684840027.0
1849,3200,1702899968.0
2412,788,1699027651.0
1284,2324,1673357725.0
351,4065,1675440106.0
7462,3055,1709718455.0
2264,4015,1684928387.0
6684,11059,1703240662.0
6939,3214,1685119575.0
1659,3910,1686147741.0
3746,13982,1704469137.0
4768,4434,1699970721.0
563,5939,1702471437.0
5052,14538,1675328655.0
7173,11234,1692971238.0
681,6774,1717609828.0
639,6448,1673441270.0
2302,8981,1675160818.0
2377,11235,1694441910.0
5978,11046,1675864530.0
3183,5365,1684153243.0
6925,2504,1674822143.0
2471,12542,1716641875.0
1058,788,1697638860.0
208,2753,1710846023.0
4763,2391,1678787727.0
2920,8798,1707746590.0
7790,15250,1724861613.0
84,1470,1701434770.0
4734,14556,1704905465.0
7406,2543,1716026962.0
6204,2742,1685975926.0
878,7894,1713533741.0
5063,3218,1682682540.0
2268,1696,1682421412.0
6968,10715,1701344577.0
5173,4608,1697212793.0
3628,3519,1675247859.0
3426,11610,1698851766.0
1253,9755,1694509653.0
6076,12197,1679937809.0
6452,14555,1680528530.0
265,3403,1716987056.0
714,7002,1701274206.0
2696,10240,1681475451.0
2294,801,1714040244.0
1894,2480,1701858329.0
3435,13715,1699369281.0
1134,7834,1714056401.0
1708,11092,1678897535.0
4935,5255,1683739972.0
2382,12397,1712147636.0
6452,14306,1675085149.0
3531,13835,1708695366.0
3670,4287,1704725641.0
855,7752,1694254183.0
6009,3199,1701963451.0
3196,12585,1723808948.0
5877,1165,1678463878.0
1239,9671,1704383861.0
6002,9530,1674039714.0
475,5275,1697466664.0
2219,12113,1712249193.0
7823,53,1726938393.0
1239,9670,1704383847.0
2952,13190,1701521823.0
3596,2881,1697218656.0
820,7590,1688468717.0
732,3055,1689078514.0
5278,11052,1674831442.0
2570,7316,1698747625.0
7128,6220,1694189363.0
402,4621,1698076322.0
1010,8539,1674133913.0
5465,7124,1679320016.0
6497,3567,1711101580.0
3175,6091,1687973888.0
7241,8904,1709812171.0
447,1399,1697213139.0
3524,10487,1680526889.0
7797,14826,1726232211.0
3647,7394,1681407821.0
3058,2614,1682412019.0
1264,823,1710856912.0
5039,14702,1697201467.0
3236,5492,1698832905.0
1596,10799,1674124200.0
2537,12630,1692878246.0
7220,3149,1695646889.0
2578,6539,1707747019.0
85,1486,1709740688.0
2109,11921,1692099167.0
4935,1889,1695316045.0
6051,3080,1706093904.0
3163,6086,1678272551.0
5954,5143,1708527274.0
4900,7822,1705654380.0
5876,2614,1713185442.0
29,588,1676652496.0
382,4402,1708432402.0
2014,11769,1707151626.0
7719,3313,1719585371.0
1616,10862,1713971229.0
188,2577,1680022731.0
1751,3055,1675775526.0
1706,11089,1717843342.0
6869,15211,1674907052.0
986,429,1680542292.0
50,1132,1685463518.0
2163,4765,1679070190.0
5701,2835,1673281630.0
3474,2303,1687861897.0
3909,292,1712145652.0
1275,7057,1679158904.0
7825,11045,1728467335.0
3091,4857,1713792109.0
3710,255,1685449175.0
1134,7831,1692721948.0
7490,1846,1713019976.0
451,5024,1688384138.0
2050,11841,1697216200.0
1949,4595,1704385479.0
4905,8035,1699706662.0
7140,13388,1713187251.0
1837,11403,1717776291.0
5981,3094,1682499141.0
627,2151,1720094554.0
4168,9951,1673516790.0
7196,15249,1695732090.0
2294,11168,1691060517.0
595,3312,1679495499.0
41,782,1697814958.0
5925,2312,1678187049.0
1019,6787,1679745850.0
849,686,1695312995.0
5263,8634,1686764414.0
7263,359,1706099378.0
1012,7305,1678729645.0
2016,1121,1698861268.0
3369,11347,1707758713.0
5992,13518,1711383385.0
6015,2869,1692700454.0
6088,2865,1699627805.0
1900,2169,1699893729.0
634,6421,1711375641.0
187,2525,1712337982.0
1688,11053,1702458942.0
538,5688,1706118418.0
1275,9850,1674834867.0
1641,625,1705937536.0
4159,8392,1699023469.0
7381,2570,1709289233.0
2543,12636,1687449622.0
779,7376,1683293316.0
2552,4320,1674584927.0
1889,476,1709194270.0
5286,2614,1706003074.0
1765,2520,1700145589.0
6683,14480,1679322137.0
2300,1775,1684761117.0
2972,8153,1721128747.0
4125,14243,1717511093.0
1903,4970,1692719318.0
396,4540,1677001352.0
2876,13092,1696519977.0
1188,9461,1704382132.0
3873,2060,1674222006.0
346,4051,1719588807.0
1791,7215,1675359355.0
1774,250,1686818839.0
5480,9957,1682425057.0
2384,3113,1688736939.0
1051,8735,1702143838.0
2836,2667,1727951360.0
2945,9194,1689340019.0
3883,5299,1704984363.0
1107,4431,1686672923.0
919,1523,1688469055.0
4331,5788,1682098817.0
619,5686,1685629944.0
4422,1532,1678885196.0
4616,14504,1674461056.0
6910,4206,1694100007.0
5629,14163,1695110961.0
1124,9107,1679055282.0
2218,1918,1690542277.0
6406,8403,1695111112.0
4994,12574,1686218837.0
352,4084,1687599868.0
2544,8477,1683015868.0
1158,7411,1695748506.0
5150,4035,1676308345.0
1091,8899,1691757226.0
2355,6998,1698165503.0
4054,6989,1679578282.0
2962,13206,1684171549.0
5461,14136,1678724633.0
7828,3843,1727446572.0
4883,5082,1704896358.0
4597,13885,1675088460.0
1492,418,1681822004.0
3228,10977,1708350844.0
433,1083,1682081851.0
99,1508,1704451957.0
2576,6211,1704372890.0
4106,9536,1711390888.0
7177,15247,1710842345.0
2135,2371,1693563034.0
6869,7324,1680537360.0
2356,12338,1676968324.0
5798,692,1675152318.0
4943,12426,1675843928.0
5472,12766,1686911555.0
1608,8083,1707475849.0
2870,13078,1687530000.0
2286,8680,1693230543.0
2179,6411,1688739235.0
4326,8479,1713973818.0
4846,8037,1694073122.0
3695,13940,1675858253.0
2151,11991,1694445047.0
2611,10366,1688653585.0
2045,10347,1693477566.0
2884,11347,1694775966.0
4366,14177,1679240537.0
3531,6168,1709663445.0
2559,6381,1716919057.0
2153,2510,1687442944.0
1253,6737,1688460891.0
4772,11458,1694700984.0
875,7859,1704900164.0
3445,1136,1697804461.0
675,6747,1706523160.0
6465,2428,1708528055.0
4289,14122,1694538693.0
3703,4960,1683814437.0
3429,3667,1677674234.0
5859,2820,1696519462.0
57,1208,1701864566.0
984,1347,1725550142.0
5320,11953,1680785596.0
7394,9907,1695469539.0
1015,1092,1708953117.0
2735,6839,1678299691.0
6887,1532,1706953085.0
1944,9916,1688989995.0
6373,14388,1705325046.0
1078,8840,1675332290.0
3423,12349,1710508719.0
1477,10482,1681919785.0
5358,14826,1680515913.0
7007,5689,1684940789.0
942,8246,1698832629.0
5861,14584,1703073241.0
2128,11360,1682090319.0
47,1055,1698839514.0
2878,12521,1683477557.0
3684,3925,1700475656.0
