i,Title,book_type,discipline,topic,confidence
6360,Code pénal : partie générale (art. 1-110) : tables pour les études et la pratique /,reference,law,not_applicable,high
6361,Code suisse de la circulation routière : commenté /,reference,law,not_applicable,high
6362,"Le contrat de travail : code des obligations (art. 319-362 CO), loi sur l'égalité, loi sur le travail, loi sur le service de l'emploi et la location de services : code annoté de la jurisprudence fédérale et cantonale /",reference,law,not_applicable,high
6363,"Droit fédéral et vaudois de la construction : textes annotés de la loi fédérale sur l'aménagement du territoire et de son ordonnance d'exécution, de la loi vaudoise sur l'aménagement du territoire et les constructions et de son règlement d'exécution, textes de la loi sur le plan de protection de Lavaux et de l'Accord intercantonal harmonisant la terminologie dans le domaine des constructions /",reference,law,not_applicable,high
6364,Actions civiles /,reference,law,not_applicable,high
6365,Mon secret /,non_fiction_general,not_applicable,biography_memoir,high
6366,La plus résistante de toutes /,non_fiction_general,not_applicable,history_civilization,high
6367,Indocile /,fiction,not_applicable,not_applicable,medium
6368,La vie absolue : roman /,fiction,not_applicable,not_applicable,high
6369,"Dieu, la science, les preuves : l'aube d'une révolution /",non_fiction_general,not_applicable,spirituality,high
6370,Mon petit frère /,non_fiction_general,not_applicable,biography_memoir,medium
6371,"Dis-moi où tu as mal, je te dirai pourquoi : les cris du corps sont des messages de l'âme : éléments de psychoénergétique /",non_fiction_general,not_applicable,health_wellness,high
6372,L'insolence des miracles /,non_fiction_general,not_applicable,religion_practice,medium
6373,Le volume du temps /,fiction,not_applicable,not_applicable,high
6374,Victime 2117 : la huitième enquête du Département V /,fiction,not_applicable,not_applicable,high
6375,Qui-vive : roman /,fiction,not_applicable,not_applicable,high
6376,Danemark /,practical,not_applicable,travel,high
6377,Trouver dans ma vie Ta Présence : un chemin spirituel /,non_fiction_general,not_applicable,spirituality,high
6378,103 questions et leurs réponses pour tout savoir sur les ados ou tenter de les comprendre /,practical,not_applicable,parenting_family,high
6379,Dans les pas d'une autre /,fiction,not_applicable,not_applicable,high
6380,L'homme des mille détours : [roman] /,fiction,not_applicable,not_applicable,high
6381,Un coup de soleil : roman /,fiction,not_applicable,not_applicable,high
6382,La faiseuse d'étoiles /,fiction,not_applicable,not_applicable,high
6383,Du bon sens dans notre assiette : ce que nous avons oublié de nos ancêtres chasseurs-cueilleurs /,non_fiction_general,not_applicable,health_wellness,high
6384,La méditation de pleine conscience /,academic,medicine_health,not_applicable,high
6385,Pâtes : la cuillère d'argent : recettes italiennes authentiques /,practical,not_applicable,cooking_food,high
6386,Femmes en quête de guérison : spiritualité et résilience dans la maladie chronique /,non_fiction_general,not_applicable,health_wellness,high
6387,L’artiste et la politique /,non_fiction_general,not_applicable,art_culture,high
6388,Pouilles /,practical,not_applicable,travel,high
6389,"Art et architecture en Italie, 1600-1750 : [l'âge du baroque] /",reference,arts_art_history,not_applicable,high
6390,Le vrai sexe de la vraie vie /,comics,not_applicable,relationships,high
6391,Afropea : utopie post-occidentale et post-raciste /,non_fiction_general,not_applicable,current_affairs_politics,high
6392,Roman baroque sculpture : the industry of art /,academic,arts_art_history,not_applicable,high
6393,"¿ Renaissance en France, renaissance française ? /",reference,arts_art_history,not_applicable,high
6394,"Le roi et l'artiste : François Ier et Rosso Fiorentino : Château de Fontainebleau, 23 mars - 24 juin 2013",reference,arts_art_history,not_applicable,high
6395,"Toscani, Benetton /",non_fiction_general,not_applicable,biography_memoir,high
6396,La persistance des images /,academic,philosophy,not_applicable,high
6397,L'image recyclée /,academic,arts_art_history,not_applicable,high
6398,Appropriation /,reference,arts_art_history,not_applicable,high
6399,1984 : roman /,fiction,not_applicable,not_applicable,high
6400,Esthétique relationnelle /,academic,arts_art_history,not_applicable,high
6401,La performance : du futurisme à nos jours /,reference,arts_art_history,not_applicable,high
6402,Les diplomates : cohabiter avec les loups sur une autre carte du vivant /,academic,philosophy,not_applicable,high
6403,Je danse donc j'existe : le grand boom de la danse-thérapie /,non_fiction_general,not_applicable,health_wellness,high
6404,Nous ne sommes pas seuls : politique des soulèvements terrestres /,non_fiction_general,not_applicable,current_affairs_politics,high
6405,Mourir n'est pas te perdre : roman /,fiction,not_applicable,not_applicable,high
6406,Le régal végétal : reconnaître et cuisiner les plantes comestibles /,practical,not_applicable,cooking_food,high
6407,Découvrir & utiliser nos plantes sauvages comestibles /,practical,not_applicable,nature_animals,high
6408,Kukum : un roman /,fiction,not_applicable,not_applicable,high
6409,Le sens de nos pas : roman /,fiction,not_applicable,not_applicable,high
6410,Loire /,comics,not_applicable,nature_animals,medium
6411,Des diables et des saints /,fiction,not_applicable,not_applicable,high
6412,Méthodes de recherche en sciences humaines et sociales /,academic,interdisciplinary,not_applicable,high
6413,"Histoire d'un ruisseau ; suivi de, Histoire d'une montagne /",non_fiction_general,not_applicable,nature_animals,medium
6414,Publication manual of the American Psychological Association : the official guide to APA Style /,reference,library_information_science,not_applicable,high
6415,Les recherches qualitatives en santé /,academic,medicine_health,not_applicable,high
6416,Contemporary nursing knowledge : analysis and evaluation of nursing models and theories /,academic,medicine_health,not_applicable,high
6417,Knowledge development in nursing : theory and process /,academic,medicine_health,not_applicable,high
6418,"Passer une bonne journée au bureau, c'est possible /",practical,not_applicable,career_business,high
6419,"Cultiver la sérénité au travail : efficacité et bien-être, c'est possible ! /",practical,not_applicable,career_business,high
6420,"Chercher n'est pas trouver : outils, méthodes et stratégies à l'usage de ceux pour qui l'information compte /",practical,not_applicable,education_learning,high
6421,A la découverte des Walser en Suisse : parcours d'un géographe dans les villages alpins des Walser /,non_fiction_general,not_applicable,history_civilization,high
6422,Enquête d'un autre monde : 6 ans nomades à la rencontre de vies alternatives /,non_fiction_general,not_applicable,current_affairs_politics,high
6423,Mediator : un crime chimiquement pur /,comics,not_applicable,current_affairs_politics,high
6424,Das Unrecht : Roman /,fiction,not_applicable,not_applicable,high
6425,Le cheval dans la vie quotidienne : techniques et représentations du cheval de travail dans l'Europe industrielle /,academic,history,not_applicable,high
6426,Coup de pelle : roman /,fiction,not_applicable,not_applicable,high
6427,Melody : roman /,fiction,not_applicable,not_applicable,high
6428,Méfiez-vous des femmes qui marchent /,non_fiction_general,not_applicable,biography_memoir,high
6429,Champignons comestibles : leurs vertus cachées pour votre santé /,popular_science,medicine_health,not_applicable,high
6430,Les virus : à l'origine des principales maladies d'aujourd'hui? /,popular_science,biology,not_applicable,high
6431,Droit pénal et justice des mineurs en Suisse : droit pénal des mineurs (DPMin) ; procédure pénale applicable aux mineurs (PPMin) : commentaire /,reference,law,not_applicable,high
6432,Droit pénal administratif : précis de droit suisse /,academic,law,not_applicable,high
6433,Italie du Nord : 2022/2023 /,practical,not_applicable,travel,high
6434,Pyongyang /,comics,not_applicable,current_affairs_politics,high
6435,La cathédrale Saint-Nicolas de Fribourg : miroir du gothique européen /,reference,arts_art_history,not_applicable,high
6436,"Un jour, ma fille a disparu dans la nuit de mon cerveau : roman /",fiction,not_applicable,not_applicable,high
6437,Une année de philosophie /,academic,philosophy,not_applicable,high
6438,"À l'école des chats, ou, Quand les animaux nous rendent humains /",non_fiction_general,not_applicable,biography_memoir,high
6439,Le temps des faussaires /,fiction,not_applicable,not_applicable,medium
6440,Hope /,fiction,not_applicable,not_applicable,high
6441,La bague au doigt /,fiction,not_applicable,not_applicable,high
6442,Missak et Mélinée Manouchian : un couple en Résistance /,non_fiction_general,not_applicable,biography_memoir,high
6443,HKZ : le livre du revenir /,non_fiction_general,not_applicable,biography_memoir,high
6444,La femme du maître tailleur /,fiction,not_applicable,not_applicable,medium
6445,Comment font les gens ? : roman /,fiction,not_applicable,not_applicable,high
6446,La fondation /,reference,law,not_applicable,high
6447,Droit des fondations d'utilité publique /,academic,law,not_applicable,high
6448,François d'Assise : entre histoire et mémoire /,academic,history,not_applicable,high
6449,Tibère : l'empereur mal aimé /,non_fiction_general,not_applicable,biography_memoir,high
6450,Atlas de l'Amérique précolombienne: du peuplement à la conquête /,reference,history,not_applicable,high
6451,"Atlas de la Grèce classique : Ve-IVe siècle av. J.-C., l'âge d'or d'une civilisation fondatrice /",reference,history,not_applicable,high
6452,Apprendre le serbe : niveau débutants : niveau atteint A2 /,practical,not_applicable,language_learning,high
6453,Jouer sa peau : asymétries cachées dans la vie quotidienne /,non_fiction_general,not_applicable,personal_development,high
6454,"À la découverte des minéraux et pierres précieuses : minéraux et gemmes, sachez les reconnaître /",practical,not_applicable,science_technology,high
6455,50 clés pour aider un enfant hypersensible /,practical,not_applicable,parenting_family,high
6456,Introduction à l'algèbre linéaire et à ses applications /,academic,mathematics,not_applicable,high
6457,Calcul différentiel /,reference,mathematics,not_applicable,high
6458,Le livre pour dessiner à tout âge le + facile du monde /,practical,not_applicable,crafts_hobbies,high
